"ID","Modul","Tip","Ruta ili fajl","Akcija/kontrola","Očekivani rezultat","Izvor implementacije","Preduslovi","Status","Prioritet","Dokaz","Napomena","Preporučeni test"
"CTL-0787","Admin/CMS","UI_CONTROL","src/app/admin/page.tsx:354","Link: XLSX porudžbine","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0788","Admin/CMS","UI_CONTROL","src/app/admin/page.tsx:357","Link: XLSX fiskalizovane porudžbine","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0789","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:312","PictogramForm: upsert","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0790","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:313","AdminActionForm: remove","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0791","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:314","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0792","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:315","ConfirmSubmitButton: Obriši","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0793","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:329","PictogramForm: upsert","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0794","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:347","AdminActionForm: action","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0795","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:348","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0796","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:350","Input: code","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0797","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:359","Input: label","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0798","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:365","Input: iconFile","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0799","Admin/CMS","UI_CONTROL","src/app/admin/piktogrami/page.tsx:373","SubmitButton: SubmitButton bez statičkog labela","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/piktogrami/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0800","Admin/CMS","UI_CONTROL","src/app/admin/placanje/page.tsx:88","AdminActionForm: updateMethod","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/placanje/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0801","Admin/CMS","UI_CONTROL","src/app/admin/placanje/page.tsx:89","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/placanje/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0802","Admin/CMS","UI_CONTROL","src/app/admin/placanje/page.tsx:92","input: checkbox","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/placanje/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0803","Admin/CMS","UI_CONTROL","src/app/admin/placanje/page.tsx:109","Input: label","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/placanje/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0804","Admin/CMS","UI_CONTROL","src/app/admin/placanje/page.tsx:112","Input: note","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/placanje/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0805","Admin/CMS","UI_CONTROL","src/app/admin/placanje/page.tsx:115","SubmitButton: Sačuvaj","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/placanje/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0806","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:173","SectionForm: saveSection","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0807","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:220","AdminActionForm: action","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0808","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:221","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0809","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:225","select: sourceType","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0810","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:238","Input: productLimit","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0811","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:249","select: actionId","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0812","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:264","select: landingPageKey","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0813","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:279","Input: titleOverride","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0814","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:289","input: checkbox","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0815","Admin/CMS","UI_CONTROL","src/app/admin/pocetna/page.tsx:300","SubmitButton: Sačuvaj sekciju","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/pocetna/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0816","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:122","RuleForm: upsert","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0817","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:133","form: remove","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0818","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:134","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0819","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:135","SubmitButton: Obriši pravilo","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0820","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:145","RuleForm: upsert","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0821","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:162","form: action","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0822","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:163","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0823","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:165","select: groupId","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0824","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:182","textarea: productSkus","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0825","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:192","Input: order","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0826","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:196","input: checkbox","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0827","Admin/CMS","UI_CONTROL","src/app/admin/preporuke/page.tsx:207","SubmitButton: SubmitButton bez statičkog labela","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/preporuke/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0828","Admin/CMS","UI_CONTROL","src/app/admin/prijava/form.tsx:20","Input: email","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/prijava/form.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0829","Admin/CMS","UI_CONTROL","src/app/admin/prijava/form.tsx:29","Input: password","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/prijava/form.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0830","Admin/CMS","UI_CONTROL","src/app/admin/prijava/form.tsx:37","SubmitButton: Prijavi se","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/prijava/form.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0831","Admin/CMS","UI_CONTROL","src/app/admin/prijava/page.tsx:82","form: loginAction","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/prijava/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0832","Admin/CMS","UI_CONTROL","src/app/admin/prijava/page.tsx:83","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/prijava/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0833","Admin/CMS","UI_CONTROL","src/app/admin/prijava/page.tsx:84","AdminLoginForm: AdminLoginForm bez statičkog labela","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/prijava/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0834","Admin/CMS","UI_CONTROL","src/app/admin/promo-traka/page.tsx:94","Form: upsert","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/promo-traka/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0835","Admin/CMS","UI_CONTROL","src/app/admin/promo-traka/page.tsx:102","Form: upsert","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/promo-traka/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0836","Admin/CMS","UI_CONTROL","src/app/admin/promo-traka/page.tsx:106","form: remove","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/promo-traka/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0837","Admin/CMS","UI_CONTROL","src/app/admin/promo-traka/page.tsx:107","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/promo-traka/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0838","Admin/CMS","UI_CONTROL","src/app/admin/promo-traka/page.tsx:108","SubmitButton: Obriši","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/admin/promo-traka/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
"CTL-0839","Admin/CMS","UI_CONTROL","src/app/admin/promo-traka/page.tsx:140","AdminActionForm: action","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/admin/promo-traka/page.tsx","Odgovarajuće stanje/sesija; izolovana QA baza za mutacije","PARTIAL","P1","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","E2E: klik/tastatura, validacija, refresh/persistence, authorization i rollback"
